DATE,price_per_kg,day_of_week,month,week_of_year,day_of_month,season,rolling_mean_3,rolling_mean_5,rolling_mean_7,lag_1,lag_3,lag_5,rolling_std_3,rolling_std_5,rolling_std_7
2024-01-31,5152.0,0.0,1.0,4,22.0,0.0,4926.666666666667,4886.8,4731.142857142857,4814.0,4814.0,4436.0,195.14439098616083,148.6781759371269,297.2380799803273
2024-02-01,5152.0,0.0,1.0,4,22.0,0.0,4926.666666666667,4886.8,4731.142857142857,4814.0,4814.0,4436.0,195.14439098616083,148.6781759371269,297.2380799803273
2024-02-02,5152.0,0.0,1.0,4,22.0,0.0,4926.666666666667,4886.8,4731.142857142857,4814.0,4814.0,4436.0,195.14439098616083,148.6781759371269,297.2380799803273
2024-02-03,5152.0,0.0,1.0,4,22.0,0.0,4926.666666666667,4886.8,4731.142857142857,4814.0,4814.0,4436.0,195.14439098616083,148.6781759371269,297.2380799803273
2024-02-04,5152.0,0.0,1.0,4,22.0,0.0,4926.666666666667,4886.8,4731.142857142857,4814.0,4814.0,4436.0,195.14439098616083,148.6781759371269,297.2380799803273
2024-02-05,5152.0,0.0,1.0,4,22.0,0.0,4926.666666666667,4886.8,4731.142857142857,4814.0,4814.0,4436.0,195.14439098616083,148.6781759371269,297.2380799803273
2024-02-06,5152.0,0.0,1.0,4,22.0,0.0,4926.666666666667,4886.8,4731.142857142857,4814.0,4814.0,4436.0,195.14439098616083,148.6781759371269,297.2380799803273
2024-02-07,5152.0,0.0,1.0,4,22.0,0.0,4926.666666666667,4886.8,4731.142857142857,4814.0,4814.0,4436.0,195.14439098616083,148.6781759371269,297.2380799803273
2024-02-08,5152.0,0.0,1.0,4,22.0,0.0,4926.666666666667,4886.8,4731.142857142857,4814.0,4814.0,4436.0,195.14439098616083,148.6781759371269,297.2380799803273
2024-02-09,5152.0,0.0,1.0,4,22.0,0.0,4926.666666666667,4886.8,4731.142857142857,4814.0,4814.0,4436.0,195.14439098616083,148.6781759371269,297.2380799803273
